,Unnamed: 0,Date,Total tested,Total cases,Total deaths,Total recovered,Newly tested,New cases,New deaths,Newly recovered,Days since first confirmed cases,Positivity rate,Positivity rate SMA7,Death case ratio,Cases Normalised,Tests Normalised,Daily Tests SMA3,Daily Cases SMA3,Daily Deaths SMA3,Daily Tests SMA7,Daily Cases SMA7,Daily Deaths SMA7,Daily Recoveries SMA7
69,69,2020-05-18,185086.0,23870.0,349.0,4585.0,9858.0,1602.0,21.0,212.0,71,0.16250760803408398,0.14732978931796378,0.014620863007959782,0.0011017555876958248,0.001146860768217554,8191.333333333333,1268.3333333333333,17.0,7888.714285714285,1168.4285714285713,15.714285714285714,240.42857142857142
70,70,2020-05-19,193645.0,25121.0,370.0,4993.0,8559.0,1251.0,21.0,408.0,72,0.14616193480546794,0.1477717708082811,0.014728713028939931,0.0008603597005040429,0.0009957376055157278,8843.666666666666,1375.3333333333333,18.666666666666668,8143.857142857143,1208.7142857142858,17.142857142857142,263.7142857142857
71,71,2020-05-20,203852.0,26738.0,386.0,5207.0,10207.0,1617.0,16.0,214.0,73,0.1584206916821789,0.14939063996360144,0.014436382676340788,0.001112071651251029,0.0011874627572729332,9541.333333333334,1490.0,19.333333333333332,8473.42857142857,1273.7142857142858,16.714285714285715,263.7142857142857
72,72,2020-05-21,214114.0,28511.0,408.0,5602.0,10262.0,1773.0,22.0,395.0,74,0.17277333853050086,0.15395427088539843,0.01431026621304058,0.0012193587122251543,0.0011938613515366748,9676.0,1547.0,19.666666666666668,8883.42857142857,1378.2857142857142,17.857142857142858,285.57142857142856
73,73,2020-05-22,223841.0,30205.0,432.0,6190.0,9727.0,1694.0,24.0,588.0,75,0.17415441554436106,0.15882481711507693,0.01430226783645092,0.0011650274441677446,0.0011316204800620967,10065.333333333334,1694.6666666666667,20.666666666666668,9047.0,1448.5714285714287,19.142857142857142,329.7142857142857
74,74,2020-05-23,234675.0,32078.0,452.0,6486.0,10834.0,1873.0,20.0,296.0,76,0.17288166882038028,0.16339842635799356,0.014090654030799924,0.00128813246925985,0.0012604067318795881,10274.333333333334,1780.0,22.0,9651.57142857143,1583.2857142857142,19.714285714285715,338.42857142857144
75,75,2020-05-24,243583.0,33610.0,480.0,6901.0,8908.0,1532.0,28.0,415.0,77,0.17198024247867086,0.16555427141366344,0.01428146385004463,0.0010536139577715378,0.0010363395945711068,9823.0,1699.6666666666667,24.0,9765.0,1620.2857142857142,21.714285714285715,361.14285714285717
76,76,2020-05-25,253034.0,35585.0,501.0,7334.0,9451.0,1975.0,21.0,433.0,78,0.20897259549254046,0.17219212676487147,0.014078965856400168,0.0013582817014352396,0.0010995111706658656,9731.0,1793.3333333333333,23.0,9706.857142857143,1673.5714285714287,21.714285714285715,392.7142857142857
77,77,2020-05-26,258550.0,36751.0,522.0,7579.0,5516.0,1166.0,21.0,245.0,79,0.21138506163886875,0.18150971631250018,0.014203695137547278,0.0008019020070245516,0.0006417208356145291,7958.333333333333,1557.6666666666667,23.333333333333332,9272.142857142857,1661.4285714285713,21.714285714285715,369.42857142857144
78,78,2020-05-27,266456.0,38292.0,544.0,7925.0,7906.0,1541.0,22.0,346.0,80,0.19491525423728814,0.18672322524894433,0.014206622793272746,0.0010598035959046603,0.0009197688408934858,7624.333333333333,1560.6666666666667,21.333333333333332,8943.42857142857,1650.5714285714287,22.571428571428573,388.2857142857143
79,79,2020-05-28,275776.0,40321.0,559.0,8425.0,9320.0,2029.0,15.0,500.0,81,0.21770386266094421,0.19314187155329338,0.013863743458743583,0.0013954195302339752,0.001084270882510408,7580.666666666667,1578.6666666666667,19.333333333333332,8808.857142857143,1687.142857142857,21.571428571428573,403.2857142857143
80,80,2020-05-29,287067.0,42844.0,582.0,9015.0,11291.0,2523.0,23.0,590.0,82,0.22345230714728545,0.2001844274965683,0.01358416581084866,0.001735161889985372,0.0013135732333074055,9505.666666666666,2031.0,20.0,9032.285714285714,1805.5714285714287,21.428571428571427,403.57142857142856
81,81,2020-05-30,297054.0,44608.0,610.0,9375.0,9987.0,1764.0,28.0,360.0,83,0.17662961850405526,0.20071984887995045,0.01367467718794835,0.0012131690740920316,0.0011618683802179664,10199.333333333334,2105.3333333333335,22.0,8911.285714285714,1790.0,22.571428571428573,412.7142857142857
82,82,2020-05-31,308930.0,47153.0,650.0,9781.0,11876.0,2545.0,40.0,406.0,84,0.2142977433479286,0.20676520614698726,0.013784912942972875,0.001750292116533005,0.0013816310086581123,11051.333333333334,2277.3333333333335,30.333333333333332,9335.285714285714,1934.7142857142858,24.285714285714285,411.42857142857144
83,83,2020-06-01,320969.0,49534.0,672.0,10597.0,12039.0,2381.0,22.0,816.0,85,0.19777390148683446,0.2051653927176007,0.013566439213469537,0.001637503154996104,0.0014005941152942924,11300.666666666666,2230.0,30.0,9705.0,1992.7142857142858,24.428571428571427,466.14285714285717
84,84,2020-06-02,333073.0,52445.0,709.0,11120.0,12104.0,2911.0,37.0,523.0,86,0.2404990085922009,0.20932452799664816,0.013518924587663267,0.002002004067279991,0.0014081560903332598,12006.333333333334,2612.3333333333335,33.0,10646.142857142857,2242.0,26.714285714285715,505.85714285714283
85,85,2020-06-03,345583.0,55140.0,746.0,11590.0,12510.0,2695.0,37.0,470.0,87,0.21542765787370105,0.21225487137327856,0.013529198404062387,0.0018534527520850483,0.0014553893498074255,12217.666666666666,2662.3333333333335,32.0,11303.857142857143,2406.8571428571427,28.857142857142858,523.5714285714286
86,86,2020-06-04,358277.0,57563.0,781.0,12161.0,12694.0,2423.0,35.0,571.0,88,0.19087757995903576,0.20842254527300594,0.013567743168354672,0.001666388132950676,0.0014767955560715796,12436.0,2676.3333333333335,36.333333333333336,11785.857142857143,2463.1428571428573,31.714285714285715,533.7142857142857
87,87,2020-06-05,372365.0,60391.0,811.0,12804.0,14088.0,2828.0,30.0,643.0,89,0.20073821692220328,0.20517767524085131,0.013429153350664835,0.0019449218489411937,0.0016389708361380505,13097.333333333334,2648.6666666666665,34.0,12185.42857142857,2506.714285714286,32.714285714285715,541.2857142857143
88,88,2020-06-06,384851.0,63026.0,846.0,13325.0,12486.0,2635.0,35.0,521.0,90,0.21103636072401089,0.2100929241294164,0.01342303176466855,0.001812188497864231,0.0014525972359468837,13089.333333333334,2628.6666666666665,33.333333333333336,12542.42857142857,2631.1428571428573,33.714285714285715,564.2857142857143
89,89,2020-06-07,397987.0,65769.0,888.0,13903.0,13136.0,2743.0,42.0,578.0,91,0.2088154689403167,0.20930974207118616,0.013501801760707931,0.0018864641554617023,0.0015282169863365582,13236.666666666666,2735.3333333333335,35.666666666666664,12722.42857142857,2659.4285714285716,34.0,588.8571428571429
90,90,2020-06-08,410841.0,68504.0,930.0,14560.0,12854.0,2735.0,42.0,657.0,92,0.2127742337015715,0.21145264667329142,0.013575849585425669,0.0018809622548989267,0.0014954096484751918,12825.333333333334,2704.3333333333335,39.666666666666664,12838.857142857143,2710.0,36.857142857142854,566.1428571428571
91,91,2020-06-09,425595.0,71675.0,975.0,15337.0,14754.0,3171.0,45.0,777.0,93,0.21492476616510778,0.207799183469421,0.013603069410533658,0.0021808158355702,0.0017164519957680862,13581.333333333334,2883.0,43.0,13217.42857142857,2747.1428571428573,38.0,602.4285714285714
92,92,2020-06-10,441560.0,74865.0,1012.0,15900.0,15965.0,3190.0,37.0,563.0,94,0.19981208894456623,0.20556838790811602,0.013517665130568356,0.002193882849406792,0.0018573374076479255,14524.333333333334,3032.0,41.333333333333336,13711.0,2817.8571428571427,38.0,615.7142857142857
93,93,2020-06-11,457332.0,78052.0,1049.0,16747.0,15772.0,3187.0,37.0,847.0,95,0.20206695409586609,0.2071668699276632,0.013439758109977964,0.002191819636695751,0.0018348841586860684,15497.0,3182.6666666666665,39.666666666666664,14150.714285714286,2927.0,38.285714285714285,655.1428571428571
94,94,2020-06-12,473322.0,81523.0,1095.0,17249.0,15990.0,3471.0,46.0,502.0,96,0.21707317073170732,0.20950043475759236,0.013431792254946456,0.0023871371066742867,0.00186024585958599,15909.0,3282.6666666666665,40.0,14422.42857142857,3018.8571428571427,40.57142857142857,635.0
95,95,2020-06-13,489960.0,84379.0,1139.0,17827.0,16638.0,2856.0,44.0,578.0,97,0.1716552470248828,0.20387456137200263,0.013498619324713496,0.0019641785009109083,0.0019356329338206192,16133.333333333334,3171.3333333333335,42.333333333333336,15015.57142857143,3050.4285714285716,41.857142857142854,643.1428571428571
96,96,2020-06-14,501465.0,87520.0,1171.0,18730.0,14505.0,3141.0,32.0,903.0,98,0.21654601861427095,0.20497892561113895,0.013379798903107861,0.0021601837084597912,0.0016874838144649647,15711.0,3156.0,40.666666666666664,15211.142857142857,3107.285714285714,40.42857142857143,689.5714285714286
97,97,2020-06-15,516503.0,90619.0,1209.0,34027.0,15038.0,3099.0,38.0,15297.0,99,0.2060779358957308,0.204022311638876,0.013341572959313168,0.002131298730505219,0.0017494920097844977,15393.666666666666,3032.0,38.0,15523.142857142857,3159.285714285714,39.857142857142854,2781.0
