,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91
0,1.0,,District/City,Total Cases in District,Total,Updated Date,,07 July 2020,08 July 2020,09 July 2020,10 July 2020,11 July 2020,12 July 2020,13 July 2020,14 July 2020,15 July 2020,16 July 2020,17 July 2020,18 July 2020,19 July 2020,20 July 2020,21 July 2020,22 July 2020,23 July 2020,24 July 2020,25 July 2020,26 July 2020,27 July 2020,28 July 2020,29 July 2020,30 July 2020,31 July 2020,01 August 2020,02 August 2020,03 August 2020,04 August 2020,05 August 2020,06 August 2020,07 August 2020,08 August 2020,09 August 2020,10 August 2020,11 August 2020,12 August 2020,13 August 2020,14 August 2020,15 August 2020,16 August 2020,17 August 2020,18 August 2020,19 August 2020,20 August 2020,21 August 2020,22 August 2020,23 August 2020,24 August 2020,25 August 2020,26 August 2020,27 August 2020,28 August 2020,29 August 2020,30 August 2020,31 August 2020,01 September 2020,02 September 2020,03 September 2020,04 September 2020,05 September 2020,06 September 2020,07 September 2020,08 September 2020,09 September 2020,10 September 2020,11 September 2020,12 September 2020,13 September 2020,14 September 2020,15 September 2020,16 September 2020,17 September 2020,18 September 2020,19 September 2020,20 September 2020,21 September 2020,22 September 2020,23 September 2020,24 September 2020,25 September 2020,26 September 2020,27 September 2020,28 September 2020,30 September 2020
10,10.0,Dhaka,Narshingdi,2087,123083,28.08.2020,,1495,11,20,4,18,3,7,9,17,11,11,7,7,11,23,7,21,4,9,5,4,12,8,11,7,5,3,0,4,2,3,0,13,7,24,9,13,6,24,0,20,12,13,10,14,9,16,3,14,10,15,10,10,12,7,24,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.0,Dhaka,Rajbari,2662,123083,31.08.2020,,568,40,11,27,21,0,40,0,30,23,34,0,29,23,30,39,35,37,0,64,41,0,37,44,39,0,45,0,79,0,20,62,35,142,0,0,70,88,73,0,102,92,0,36,129,57,59,28,31,0,63,35,40,41,34,37,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.0,Dhaka,Faridpur,6489,123083,31.08.2020,,2609,114,110,113,118,129,117,89,122,45,65,180,66,73,123,91,72,68,58,34,89,43,80,49,55,78,18,20,62,70,59,96,79,14,112,117,77,57,112,65,24,66,61,43,61,59,53,20,52,60,43,45,0,0,0,0,60,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13.0,Dhaka,Tangail,2658,123083,02.09.2020,,793,44,15,31,7,25,50,34,31,12,56,14,28,49,36,46,0,77,55,0,60,52,41,38,44,8,44,0,7,25,20,51,42,2,33,20,49,0,67,54,9,28,36,46,41,37,45,7,45,25,43,26,43,26,7,70,11,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14.0,Dhaka,Shariatpur,1548,123083,28.08.2020,,733,0,31,0,0,34,22,0,23,0,39,0,37,0,34,0,37,0,29,0,15,0,33,0,0,1,33,0,25,0,13,0,62,0,52,0,47,0,42,0,40,0,0,17,36,0,24,0,25,0,17,0,18,0,22,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.0,Dhaka,Gopalganj,2353,123083,28.08.2020,,897,27,29,33,15,31,37,24,42,23,30,18,42,30,30,34,32,33,16,39,35,37,28,47,50,0,0,14,17,28,27,48,28,10,32,39,37,30,40,38,27,30,19,31,32,32,13,18,26,12,16,17,0,0,0,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16.0,Chattogram,Chattogram,17192,42941,02.09.2020,,10477,295,259,162,192,105,107,167,167,399,159,180,85,173,152,133,134,157,126,70,169,108,117,120,125,112,30,9,17,119,121,128,117,73,160,118,149,66,118,100,34,36,128,145,97,89,83,32,105,88,76,74,104,88,26,72,58,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.0,Chattogram,Cox’s bazar,4061,42941,02.09.2020,,2843,44,22,44,20,10,25,20,35,15,16,41,2,20,17,13,12,23,19,13,12,21,14,26,23,19,20,2,40,15,27,24,33,20,31,35,25,6,26,21,13,11,40,19,33,17,27,23,10,19,19,31,17,28,14,5,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18.0,Chattogram,Comilla,6848,42941,02.09.2020,,4025,61,81,57,86,54,110,91,50,83,67,49,0,99,40,47,30,47,31,65,35,72,80,47,52,47,22,48,18,30,55,48,47,49,44,71,45,75,34,49,52,44,45,46,73,50,41,48,9,42,45,42,30,24,38,24,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19.0,Chattogram,B. Baria,2299,42941,02.09.2020,,1285,54,60,22,54,30,4,0,73,1,98,21,49,0,34,1,26,14,17,16,0,6,40,0,14,0,20,8,0,0,4,10,23,12,27,4,23,4,11,23,8,33,3,9,5,12,13,15,26,5,33,0,18,0,18,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20.0,Chattogram,Khagrachari,634,42941,02.09.2020,,301,0,2,13,0,35,0,16,0,27,0,20,0,9,0,17,0,19,2,5,13,15,0,21,0,12,0,5,0,0,0,18,0,0,11,3,0,12,0,9,0,9,0,8,0,0,6,0,8,0,3,0,0,7,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21.0,Chattogram,Laksmipur,1962,42941,02.09.2020,,976,0,6,27,27,32,21,8,26,23,26,13,0,16,29,16,10,0,30,0,25,15,22,16,0,53,0,18,0,7,30,29,26,0,46,49,39,35,6,26,0,25,19,17,9,11,21,0,2,30,12,18,12,12,0,9,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22.0,Chattogram,Bandarban,689,42941,02.09.2020,,420,19,0,11,16,3,11,9,6,0,7,5,0,0,1,7,2,1,3,6,1,2,5,5,2,12,0,0,4,5,19,4,7,2,4,2,9,1,5,5,6,4,8,0,3,7,1,4,4,7,5,0,2,5,8,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23.0,Chattogram,Rangamati,838,42941,02.09.2020,,385,7,4,22,0,24,0,9,0,18,0,26,0,16,0,32,0,33,0,14,1,11,0,18,0,31,0,6,0,0,0,20,0,0,15,8,0,14,13,0,10,12,0,8,16,6,0,3,13,3,2,4,9,13,0,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24.0,Chattogram,Noakhali,4599,42941,02.09.2020,,2324,38,38,40,47,27,27,30,35,32,20,39,26,22,21,43,30,21,85,22,22,36,31,33,40,51,5,1,9,78,73,63,57,25,85,100,50,51,68,91,6,25,50,49,54,41,46,24,47,47,36,33,52,25,3,57,16,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25.0,Chattogram,Feni,1680,42941,02.09.2020,,903,30,22,14,29,6,14,11,15,9,0,0,0,32,11,16,0,20,52,10,16,23,22,25,10,28,22,0,0,6,14,24,16,0,15,14,29,22,0,29,0,10,13,17,19,19,11,4,12,17,17,6,4,7,0,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26.0,Chattogram,Chandpur,2139,42941,02.09.2020,,1101,86,7,37,5,15,34,14,42,25,16,40,35,4,28,30,51,7,17,38,51,3,9,91,32,13,14,8,3,11,8,15,20,0,15,9,17,1,12,21,8,14,29,11,17,7,8,3,4,9,4,5,6,5,7,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27.0,Sylhet,Sylhet,5753,10888,01.09.2020,,2869,58,40,41,34,28,55,50,43,53,52,86,21,70,122,91,74,89,58,48,48,46,43,35,37,63,55,54,50,21,41,69,39,42,34,90,44,31,66,22,47,46,28,91,37,72,61,20,49,58,56,47,48,44,34,63,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28.0,Sylhet,Sunamganj,2065,10888,01.09.2020,,1103,15,18,16,10,8,4,18,14,29,14,11,18,37,14,15,21,12,8,12,20,18,9,17,11,21,19,0,5,16,17,18,28,5,15,30,27,21,27,22,5,2,55,16,25,27,25,10,24,17,21,13,25,14,7,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,Sylhet,Hobiganj,1562,10888,01.09.2020,,834,0,28,2,29,6,12,11,65,8,22,15,23,3,11,22,0,2,16,7,6,10,6,0,22,21,4,0,4,25,12,14,9,8,5,34,0,30,24,4,18,0,8,17,19,9,11,0,18,7,17,25,7,26,3,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,Sylhet,Moulvibazar,1508,10888,01.09.2020,,575,0,33,0,49,0,23,21,44,38,34,0,22,30,1,28,0,0,20,0,1,16,28,23,0,0,0,5,9,10,36,11,12,30,13,8,35,51,8,6,0,22,0,27,20,24,24,21,16,12,34,31,17,1,8,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,Rangpur,Rangpur,2457,10053,1.09.2020,,1111,25,26,31,21,33,26,25,24,30,35,26,29,25,17,29,24,27,24,15,22,11,16,16,25,14,7,13,7,28,28,26,26,17,27,24,24,22,23,31,30,18,33,23,27,25,29,25,24,23,20,23,16,23,25,29,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32.0,Rangpur,Gaibandha,1005,10053,1.09.2020,,426,5,5,10,13,6,9,7,8,12,8,3,11,15,15,10,15,6,7,17,6,4,12,9,8,7,2,12,17,3,10,8,7,18,9,6,13,10,13,13,9,24,15,7,11,6,6,5,6,10,9,10,4,9,10,11,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33.0,Rangpur,Nilphamari,915,10053,1.09.2020,,418,5,3,49,3,5,2,10,3,37,1,45,1,4,4,6,4,5,11,5,5,5,13,3,12,5,0,4,3,1,8,7,6,14,4,2,9,10,14,2,10,10,9,16,17,13,8,11,12,7,15,4,9,14,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34.0,Rangpur,Lalmonirhat,713,10053,1.09.2020,,176,6,3,6,3,12,4,2,3,10,9,6,12,12,5,16,10,10,13,10,17,11,13,5,2,7,4,19,13,9,8,9,13,19,12,8,4,7,7,12,9,10,32,12,9,9,9,10,11,11,8,14,6,8,7,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35.0,Rangpur,Kurigram,810,10053,1.09.2020,,230,7,6,11,8,8,9,2,6,15,2,15,9,8,7,15,20,12,13,17,18,7,10,16,13,4,10,15,17,11,13,11,14,7,8,10,10,8,7,16,13,44,6,5,6,11,2,11,4,8,10,4,5,8,5,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36.0,Rangpur,Dinajpur,3077,10053,1.09.2020,,789,19,36,36,34,28,27,29,41,34,40,33,32,42,18,36,34,29,27,28,45,44,52,58,46,56,32,19,43,77,65,51,57,58,47,42,53,53,69,47,51,27,94,39,34,29,37,36,36,45,30,52,32,46,31,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37.0,Rangpur,Panchagarh,530,10053,1.09.2020,,169,2,2,3,0,6,6,0,4,9,1,4,16,0,7,4,11,13,0,8,15,15,14,14,7,7,10,4,5,0,16,14,8,6,8,18,7,8,6,8,0,7,3,0,5,9,3,3,0,9,11,4,3,5,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38.0,Rangpur,Thakurgaon,923,10053,1.09.2020,,227,10,2,5,7,5,0,6,5,0,0,6,11,1,8,1,7,5,3,11,15,14,7,9,4,12,8,24,14,1,9,28,26,13,18,23,7,17,27,21,30,9,28,34,21,18,16,21,16,11,29,17,11,19,10,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,Khulna,Khulna,5745,19311,2.09.2020,,2706,57,106,67,93,74,92,104,64,69,80,82,69,74,63,0,54,64,61,56,53,46,70,64,53,61,30,15,24,24,78,39,54,39,62,84,59,38,64,47,40,50,42,58,35,32,11,55,33,30,35,46,30,36,48,28,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,Khulna,Jashore,3339,19311,2.09.2020,,810,51,30,108,31,16,65,31,67,60,14,69,30,65,26,40,20,68,9,62,2,55,52,2,52,107,0,4,0,0,76,77,60,56,51,69,61,1,1,1,14,8,63,44,84,58,99,80,46,83,31,56,75,35,38,54,33,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41.0,Khulna,Bagerhat,907,19311,2.09.2020,,223,33,7,14,33,12,20,15,2,0,34,12,5,22,42,14,26,20,9,0,3,7,21,2,26,8,0,26,0,0,1,0,57,24,3,2,4,15,32,0,13,2,6,7,1,17,20,9,2,17,4,1,3,12,0,11,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42.0,Khulna,Narail,1197,19311,2.09.2020,,0,0,,0,0,0,0,0,0,0,0,0,526,0,27,15,11,43,0,29,30,26,19,0,32,29,1,40,1,1,21,24,23,26,6,18,20,0,15,2,38,3,4,13,21,13,1,23,1,15,11,2,3,27,15,9,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43.0,Khulna,Magura,816,19311,2.09.2020,,213,7,9,4,7,1,20,22,21,10,21,11,8,17,9,12,9,12,11,8,10,0,24,0,20,13,0,8,0,0,31,21,16,11,14,20,24,0,9,0,29,12,0,26,6,13,0,0,17,4,19,0,0,11,17,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44.0,Khulna,Meherpur,536,19311,2.09.2020,,125,2,0,1,2,4,4,4,3,5,5,5,3,4,3,3,0,3,6,0,2,10,11,0,8,6,9,0,1,1,3,10,14,13,21,3,15,18,10,17,13,7,24,0,23,0,0,0,0,44,27,12,10,4,5,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45.0,Khulna,Satkhira,1036,19311,2.09.2020,,267,49,6,15,44,6,32,2,25,19,11,19,4,37,40,58,0,31,6,0,8,20,3,2,34,18,4,8,0,0,12,0,0,0,47,0,2,16,3,36,7,13,2,6,1,10,2,10,10,21,18,0,6,8,1,20,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,1662,19311,2.09.2020,,370,32,20,11,25,36,39,34,24,25,33,4,18,18,17,62,0,24,38,6,7,28,0,35,43,38,23,2,2,2,36,23,0,53,0,21,64,47,18,25,36,16,25,1,33,0,0,0,0,73,34,41,22,20,20,0,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47.0,Khulna,Kushtia,2800,19311,2.09.2020,,856,26,35,38,38,12,36,45,32,19,33,38,0,52,43,34,23,34,26,27,34,8,58,48,17,40,9,74,7,7,92,56,73,11,69,71,61,11,13,45,16,72,38,60,37,1,0,0,13,89,0,27,64,50,4,26,10,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,1273,19311,2.09.2020,,295,7,2,14,0,10,5,16,13,14,14,5,31,46,0,23,21,1,20,7,7,29,8,24,29,10,25,0,0,30,71,30,27,0,40,12,23,51,0,45,10,16,45,33,18,0,0,0,10,23,30,17,,18,17,12,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,3387,5868,2.09.2020,,2052,37,20,38,37,16,16,48,34,26,24,40,9,49,37,26,10,30,32,11,16,25,28,8,30,11,7,6,7,34,15,49,42,22,45,33,25,26,38,19,9,23,28,11,33,21,18,15,14,15,12,9,9,23,15,15,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1362,5868,28.08.2020,,648,13,9,15,17,10,16,12,14,14,14,17,6,19,13,12,5,14,9,5,0,0,0,3,18,13,11,7,11,13,12,12,24,11,16,51,17,19,20,30,5,12,9,10,4,16,17,14,11,17,4,0,19,11,10,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,687,5868,28.08.2020,,544,4,1,1,1,3,0,1,0,5,9,17,5,0,9,2,8,0,5,2,1,5,1,2,5,2,5,0,0,3,0,6,0,1,0,2,6,3,2,0,4,1,2,2,1,2,2,1,1,1,1,1,1,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,432,5868,28.08.2020,,254,0,0,6,4,3,0,2,13,3,1,2,1,0,3,0,2,2,1,1,1,0,9,0,4,0,3,0,0,5,1,5,2,2,1,7,15,2,6,11,0,7,6,7,1,7,2,1,2,3,3,4,1,5,6,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53.0,Barishal,Barguna,863,7666,27.08.2020,,324,25,8,5,10,15,14,6,24,9,7,21,25,20,1,14,17,8,22,12,8,10,8,14,12,16,6,0,2,15,10,0,13,3,14,5,1,20,10,3,5,7,5,11,10,4,3,5,1,10,5,10,8,8,1,6,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54.0,Barishal,Bhola,668,7666,27.08.2020,,345,12,5,0,14,12,11,0,15,8,0,21,1,12,15,6,0,4,5,1,8,5,4,7,17,4,3,6,4,9,3,7,5,1,9,3,3,7,6,6,2,3,2,0,6,5,3,4,4,5,7,1,4,2,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55.0,Barishal,Barishal,3172,7666,27.08.2020,,1757,18,30,54,10,29,9,30,34,52,26,37,20,18,43,44,31,25,38,8,13,30,39,31,19,28,6,1,17,27,12,45,26,6,41,39,30,21,29,33,12,19,26,7,32,27,22,10,14,23,12,35,20,31,2,35,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1322,7666,27.08.2020,,542,30,7,27,33,36,13,20,15,29,22,40,44,11,24,12,24,24,7,5,17,14,7,14,8,11,9,0,10,6,5,15,6,13,10,12,18,4,10,15,14,12,11,13,6,5,12,2,11,7,12,5,6,18,1,10,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,995,7666,27.08.2020,,307,3,5,26,30,15,17,0,10,17,10,38,34,12,20,1,49,9,8,3,27,21,21,25,15,12,1,0,10,4,0,12,7,10,2,18,15,2,13,24,0,1,6,16,7,7,19,1,0,25,12,7,10,8,1,1,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,646,7666,27.08.2020,,264,26,16,2,14,9,6,10,10,6,17,5,6,16,0,2,9,8,6,7,1,22,1,15,11,5,0,0,6,6,4,0,16,1,6,0,5,7,4,0,,8,11,2,11,3,13,0,6,6,3,16,3,0,3,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,957,18026,02.09.2020,,511,0,0,5,34,0,0,0,47,1,0,27,2,0,24,4,1,3,2,0,4,2,41,0,2,4,46,1,1,18,2,0,23,11,0,3,1,10,5,2,20,2,1,23,0,0,14,0,0,0,11,0,3,2,21,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,1020,18026,02.09.2020,,597,2,0,0,0,0,0,0,15,13,1,43,0,0,22,3,28,18,4,76,0,0,0,21,0,0,9,0,0,0,0,0,19,0,4,5,0,16,1,0,0,0,19,0,25,0,13,4,0,0,0,23,0,0,25,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,702,18026,02.09.2020,,101,15,6,35,17,3,22,26,2,0,14,45,5,0,27,0,0,0,14,84,0,0,4,28,0,0,36,0,3,3,26,1,2,29,0,1,0,19,1,0,19,9,21,1,20,4,0,11,9,0,0,2,23,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,6761,18026,02.09.2020,,3446,55,50,57,48,55,52,45,70,45,57,71,69,60,47,84,59,50,26,59,50,71,61,50,74,64,19,32,64,8,51,45,86,56,66,90,56,67,72,87,68,90,65,42,100,58,57,78,58,52,59,51,61,46,64,46,68,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,864,18026,02.09.2020,,253,3,1,7,17,13,11,0,0,1,21,13,10,11,35,1,0,1,3,0,6,8,34,38,14,1,0,52,0,0,0,0,84,0,0,0,1,38,0,0,0,1,57,14,0,8,24,5,10,15,24,2,0,0,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
